,i,value_x,value_y
61,61,-4.71513929231854,82.86718524556812
62,62,-2.77876199147228,77.96158175253808
63,63,-2.77876199147228,82.86718524556812
64,64,-4.71513929231854,82.86718524556812
65,65,-4.71513929231854,80.03039453635367
66,66,-4.71513929231854,82.86718524556812
67,67,-4.71513929231854,82.86718524556812
68,68,-4.71513929231854,79.34940998086742
69,69,-4.71513929231854,83.289784253217
70,70,-4.71513929231854,79.34940998086742
71,71,-4.71513929231854,92.40966568352356
72,72,-4.71513929231854,79.34940998086742
73,73,-4.71513929231854,79.34940998086742
74,74,-4.71513929231854,79.34940998086742
75,75,-4.71513929231854,79.34940998086742
76,76,-6.626996666018812,82.86718524556812
77,77,-6.626996666018812,82.86718524556812
78,78,-6.626996666018812,82.86718524556812
79,79,-6.626996666018812,82.86718524556812
80,80,-6.626996666018812,82.86718524556812
81,81,-6.626996666018812,82.86718524556812
82,82,-6.626996666018812,82.86718524556812
83,83,-6.626996666018812,84.26033853426958
84,84,-6.626996666018812,82.86718524556812
85,85,3.2461255937738542,82.86718524556812
86,86,3.2461255937738542,82.86718524556812
87,87,3.2461255937738542,82.86718524556812
88,88,3.2461255937738542,82.86718524556812
89,89,3.2461255937738542,82.86718524556812
90,90,3.2461255937738542,82.86718524556812
91,91,3.2461255937738542,82.86718524556812
92,92,3.2461255937738542,88.01530899642336
93,93,6.294248510562397,82.86060693501835
94,94,6.294248510562397,82.86060693501835
95,95,6.294248510562397,82.86060693501835
96,96,6.294248510562397,79.89041594744683
97,97,6.294248510562397,82.86060693501835
98,98,6.294248510562397,86.7946327746292
99,99,6.294248510562397,82.86060693501835
100,100,6.294248510562397,82.86060693501835
101,101,6.294248510562397,82.86060693501835
102,102,6.294248510562397,88.48707244703138
103,103,6.294248510562397,82.86060693501835
104,104,6.294248510562397,82.86060693501835
105,105,6.294248510562397,79.89041594744683
106,106,6.294248510562397,84.63751098706891
107,107,6.294248510562397,82.86060693501835
108,108,3.2461255937738542,101.6299363195694
109,109,3.2461255937738542,82.86060693501835
110,110,3.2461255937738542,101.6299363195694
111,111,3.2461255937738542,82.86060693501835
112,112,3.2461255937738542,101.6299363195694
113,113,3.2461255937738542,82.86060693501835
114,114,-0.8793252586252436,81.95189870673568
115,115,3.2461255937738542,82.86060693501835
116,116,3.2461255937738542,82.86718524556812
117,117,3.2461255937738542,118.46413212449391
118,118,3.2461255937738542,104.46501107461629
119,119,5.538518047158902,104.46501107461629
120,120,5.538518047158902,104.46501107461629
121,121,5.538518047158902,104.46501107461629
122,122,6.489059127421399,117.6073168753376
123,123,6.489059127421399,104.46501107461629
124,124,6.489059127421399,104.46501107461629
125,125,6.489059127421399,104.46501107461629
126,126,6.489059127421399,104.46501107461629
127,127,6.489059127421399,104.46501107461629
128,128,6.489059127421399,111.31238638815782
129,129,6.489059127421399,101.6109183695184
130,130,6.489059127421399,101.6109183695184
131,131,6.489059127421399,101.6109183695184
132,132,6.489059127421399,101.6109183695184
133,133,6.489059127421399,101.6109183695184
134,134,6.489059127421399,101.6109183695184
135,135,6.489059127421399,101.6109183695184
136,136,6.489059127421399,106.62881816295284
137,137,6.489059127421399,101.6109183695184
138,138,6.489059127421399,101.6109183695184
139,139,6.489059127421399,101.6109183695184
140,140,6.489059127421399,101.6109183695184
141,141,6.489059127421399,110.9801757615942
142,142,6.489059127421399,120.83883045836802
143,143,6.489059127421399,110.9801757615942
144,144,6.489059127421399,110.9801757615942
145,145,6.489059127421399,120.83883045836802
146,146,6.489059127421399,110.9801757615942
147,147,6.489059127421399,110.9801757615942
148,148,6.489059127421399,110.9801757615942
149,149,6.489059127421399,110.9801757615942
150,150,6.489059127421399,110.9801757615942
151,151,6.489059127421399,110.9801757615942
152,152,6.489059127421399,115.29021999926994
153,153,6.489059127421399,118.98292507986486
154,154,6.489059127421399,113.90033665700152
155,155,6.489059127421399,116.51483883770376
156,156,6.489059127421399,113.90033665700152
157,157,6.489059127421399,116.51483883770376
158,158,6.489059127421399,113.90033665700152
159,159,6.489059127421399,116.51483883770376
160,160,6.489059127421399,113.90033665700152
161,161,6.489059127421399,116.51483883770376
162,162,6.489059127421399,113.90033665700152
163,163,6.489059127421399,116.51483883770376
164,164,6.489059127421399,113.90033665700152
165,165,6.489059127421399,116.51483883770376
166,166,6.489059127421399,113.90033665700152
167,167,6.489059127421399,110.9801757615942
168,168,6.489059127421399,103.92632871495952
169,169,6.489059127421399,103.92632871495952
170,170,6.489059127421399,103.92632871495952
171,171,6.489059127421399,103.92632871495952
172,172,6.489059127421399,103.92632871495952
173,173,6.489059127421399,103.92632871495952
174,174,6.489059127421399,103.92632871495952
175,175,6.489059127421399,103.92632871495952
176,176,6.489059127421399,103.92632871495952
177,177,6.489059127421399,103.92632871495952
178,178,6.489059127421399,105.9695355360864
179,179,6.489059127421399,118.04658021244332
180,180,6.489059127421399,107.60599095789942
181,181,6.489059127421399,118.04658021244332
182,182,6.489059127421399,114.58446206734354
183,183,6.489059127421399,102.95841959270516
184,184,6.489059127421399,102.95841959270516
185,185,6.489059127421399,103.07959336716216
186,186,6.489059127421399,117.45868643588145
187,187,6.489059127421399,102.95841959270516
188,188,6.489059127421399,102.95841959270516
189,189,6.489059127421399,117.45868643588145
190,190,6.489059127421399,102.95841959270516
191,191,6.489059127421399,102.95841959270516
192,192,6.489059127421399,102.95841959270516
193,193,6.489059127421399,102.95841959270516
194,194,6.489059127421399,103.02949912056334
195,195,6.489059127421399,114.58446206734354
196,196,6.489059127421399,115.51165472896987
197,197,6.489059127421399,114.58446206734354
198,198,7.656441162471296,115.51165472896987
199,199,7.656441162471296,114.58446206734354
200,200,7.656441162471296,115.51165472896987
201,201,7.656441162471296,114.58446206734354
202,202,7.656441162471296,117.1849400518616
203,203,7.656441162471296,117.57495283222336
204,204,7.656441162471296,117.1849400518616
205,205,7.656441162471296,117.57495283222336
206,206,7.656441162471296,118.016718053473
207,207,7.656441162471296,114.98474347777628
208,208,7.656441162471296,114.58446206734354
209,209,7.656441162471296,118.016718053473
210,210,7.656441162471296,114.98474347777628
211,211,7.656441162471296,114.58446206734354
212,212,7.656441162471296,118.016718053473
213,213,7.656441162471296,114.98474347777628
214,214,7.656441162471296,102.95841959270516
215,215,7.656441162471296,102.95841959270516
216,216,7.656441162471296,115.51165472896987
217,217,7.656441162471296,114.58446206734354
218,218,7.656441162471296,102.95841959270516
219,219,7.656441162471296,115.51165472896987
220,220,7.656441162471296,114.58446206734354
221,221,7.656441162471296,115.51165472896987
222,222,7.656441162471296,114.58446206734354
223,223,7.656441162471296,115.51165472896987
224,224,7.656441162471296,102.95841959270516
225,225,7.656441162471296,116.54761580102532
226,226,7.656441162471296,115.55566698435888
227,227,7.656441162471296,114.58446206734354
228,228,7.656441162471296,114.44899709268468
229,229,7.656441162471296,116.54761580102532
230,230,7.656441162471296,115.55566698435888
231,231,7.656441162471296,114.58446206734354
232,232,7.656441162471296,115.51165472896987
233,233,7.656441162471296,114.58446206734354
234,234,7.656441162471296,115.51165472896987
235,235,7.656441162471296,114.58446206734354
236,236,7.656441162471296,113.96994011913915
237,237,7.656441162471296,116.84124992534694
238,238,7.656441162471296,112.40904079991174
239,239,7.656441162471296,112.61127495846564
240,240,7.656441162471296,103.15231941679752
241,241,7.656441162471296,108.71832626157922
242,242,7.656441162471296,108.71832626157922
243,243,7.656441162471296,108.71832626157922
244,244,7.656441162471296,108.71832626157922
245,245,7.656441162471296,108.71832626157922
246,246,7.656441162471296,110.04863123514534
247,247,7.656441162471296,110.27743793963792
248,248,7.656441162471296,110.04863123514534
249,249,7.656441162471296,110.27743793963792
250,250,7.656441162471296,118.18672126938311
251,251,7.656441162471296,113.91017909471594
252,252,7.656441162471296,110.27743793963792
253,253,7.656441162471296,113.91017909471594
254,254,7.656441162471296,110.27743793963792
255,255,7.656441162471296,113.91017909471594
256,256,7.656441162471296,116.63143279948788
257,257,7.656441162471296,110.27743793963792
258,258,7.656441162471296,113.91017909471594
259,259,7.656441162471296,110.27743793963792
260,260,7.656441162471296,113.91017909471594
261,261,7.656441162471296,110.27743793963792
262,262,7.656441162471296,113.91017909471594
263,263,7.656441162471296,112.40904079991174
264,264,7.656441162471296,110.83631175179492
265,265,7.656441162471296,113.77728504838046
266,266,7.656441162471296,113.91017909471594
267,267,7.656441162471296,115.70484171130028
268,268,7.656441162471296,113.48211288909448
269,269,7.656441162471296,113.48211288909448
270,270,7.656441162471296,119.75751464917832
271,271,7.656441162471296,129.09592004123806
272,272,7.656441162471296,119.75751464917832
273,273,7.656441162471296,119.75751464917832
274,274,7.656441162471296,119.75751464917832
275,275,7.656441162471296,119.75751464917832
276,276,7.656441162471296,119.75751464917832
277,277,7.656441162471296,119.75751464917832
278,278,7.656441162471296,119.75751464917832
279,279,7.656441162471296,119.75751464917832
280,280,7.656441162471296,119.75751464917832
281,281,7.656441162471296,119.75751464917832
282,282,7.656441162471296,119.75751464917832
283,283,7.656441162471296,119.75751464917832
284,284,7.656441162471296,119.75751464917832
285,285,7.656441162471296,119.75751464917832
286,286,7.656441162471296,119.75751464917832
287,287,7.656441162471296,119.75751464917832
288,288,7.656441162471296,119.75751464917832
289,289,7.656441162471296,119.75751464917832
290,290,7.656441162471296,119.75751464917832
291,291,7.656441162471296,119.75751464917832
292,292,7.656441162471296,119.75751464917832
293,293,7.656441162471296,119.75751464917832
294,294,7.656441162471296,119.75751464917832
295,295,7.656441162471296,119.75751464917832
296,296,7.656441162471296,119.75751464917832
297,297,7.656441162471296,120.56005937349664
298,298,7.656441162471296,120.56005937349664
299,299,7.656441162471296,120.56005937349664
300,300,7.656441162471296,120.56005937349664
301,301,7.656441162471296,120.56005937349664
302,302,7.656441162471296,123.75691162229094
303,303,7.656441162471296,123.75691162229094
304,304,7.656441162471296,123.75691162229094
305,305,7.656441162471296,123.75691162229094
306,306,7.656441162471296,123.75691162229094
307,307,7.656441162471296,123.75691162229094
308,308,7.656441162471296,123.75691162229094
309,309,7.656441162471296,123.75691162229094
310,310,7.656441162471296,123.75691162229094
311,311,7.656441162471296,123.75691162229094
312,312,7.656441162471296,123.75691162229094
313,313,7.656441162471296,123.75691162229094
314,314,7.656441162471296,123.75691162229094
315,315,7.656441162471296,123.75691162229094
316,316,7.656441162471296,123.75691162229094
317,317,7.656441162471296,123.75691162229094
318,318,7.656441162471296,123.75691162229094
319,319,7.656441162471296,123.75691162229094
320,320,7.656441162471296,123.75691162229094
321,321,7.656441162471296,123.75691162229094
322,322,7.656441162471296,123.75691162229094
323,323,7.656441162471296,123.75691162229094
324,324,7.656441162471296,123.75691162229094
325,325,7.656441162471296,123.75691162229094
326,326,7.656441162471296,123.75691162229094
327,327,7.656441162471296,123.75691162229094
328,328,7.656441162471296,123.75691162229094
329,329,7.656441162471296,123.75691162229094
330,330,7.656441162471296,123.75691162229094
331,331,7.656441162471296,123.75691162229094
332,332,7.656441162471296,123.75691162229094
333,333,7.656441162471296,123.75691162229094
334,334,7.656441162471296,120.56005937349664
335,335,7.656441162471296,123.75691162229094
336,336,7.656441162471296,123.75691162229094
337,337,7.656441162471296,123.75691162229094
338,338,7.656441162471296,123.75691162229094
339,339,7.656441162471296,123.75691162229094
340,340,7.656441162471296,123.75691162229094
341,341,7.656441162471296,123.75691162229094
342,342,7.656441162471296,123.75691162229094
343,343,7.656441162471296,123.75691162229094
344,344,7.656441162471296,123.75691162229094
345,345,7.656441162471296,123.75691162229094
346,346,7.656441162471296,123.75691162229094
347,347,7.656441162471296,123.75691162229094
348,348,7.656441162471296,123.75691162229094
