,0
107,82.86060693501835
108,101.6299363195694
109,82.86060693501835
110,101.6299363195694
111,82.86060693501835
112,101.6299363195694
113,82.86060693501835
114,81.95189870673568
115,82.86060693501835
116,82.86718524556812
117,118.46413212449391
118,104.46501107461629
119,104.46501107461629
120,104.46501107461629
121,104.46501107461629
122,117.6073168753376
123,104.46501107461629
124,104.46501107461629
125,104.46501107461629
126,104.46501107461629
127,104.46501107461629
128,111.31238638815782
129,101.6109183695184
130,101.6109183695184
131,101.6109183695184
132,101.6109183695184
133,101.6109183695184
134,101.6109183695184
135,101.6109183695184
136,106.62881816295283
137,101.6109183695184
138,101.6109183695184
139,101.6109183695184
140,101.6109183695184
141,110.98017576159421
142,120.83883045836802
143,110.98017576159421
144,110.98017576159421
145,120.83883045836802
146,110.98017576159421
147,110.98017576159421
148,110.98017576159421
149,110.98017576159421
150,110.98017576159421
151,110.98017576159421
152,115.29021999926994
153,118.98292507986486
154,113.90033665700153
155,116.51483883770376
156,113.90033665700153
157,116.51483883770376
158,113.90033665700153
159,116.51483883770376
160,113.90033665700153
161,116.51483883770376
162,113.90033665700153
163,116.51483883770376
164,113.90033665700153
165,116.51483883770376
166,113.90033665700153
167,110.98017576159421
168,103.92632871495951
169,103.92632871495951
170,103.92632871495951
171,103.92632871495951
172,103.92632871495951
173,103.92632871495951
174,103.92632871495951
175,103.92632871495951
176,103.92632871495951
177,103.92632871495951
178,105.9695355360864
179,118.04658021244333
180,107.60599095789942
181,118.04658021244333
182,114.58446206734354
183,102.95841959270516
184,102.95841959270516
185,103.07959336716215
186,117.45868643588145
187,102.95841959270516
188,102.95841959270516
189,117.45868643588145
190,102.95841959270516
191,102.95841959270516
192,102.95841959270516
193,102.95841959270516
194,103.02949912056334
195,114.58446206734354
196,115.51165472896989
197,114.58446206734354
198,115.51165472896989
199,114.58446206734354
200,115.51165472896989
201,114.58446206734354
202,117.18494005186159
203,117.57495283222337
204,117.18494005186159
205,117.57495283222337
206,118.016718053473
207,114.98474347777628
208,114.58446206734354
209,118.016718053473
210,114.98474347777628
211,114.58446206734354
212,118.016718053473
213,114.98474347777628
214,102.95841959270516
215,102.95841959270516
216,115.51165472896989
217,114.58446206734354
218,102.95841959270516
219,115.51165472896989
220,114.58446206734354
221,115.51165472896989
222,114.58446206734354
223,115.51165472896989
224,102.95841959270516
225,116.54761580102533
226,115.55566698435888
227,114.58446206734354
228,114.44899709268469
229,116.54761580102533
230,115.55566698435888
231,114.58446206734354
232,115.51165472896989
233,114.58446206734354
234,115.51165472896989
235,114.58446206734354
236,113.96994011913915
237,116.84124992534694
238,112.40904079991174
239,112.61127495846563
240,103.15231941679752
241,108.71832626157922
242,108.71832626157922
243,108.71832626157922
244,108.71832626157922
245,108.71832626157922
246,110.04863123514534
247,110.27743793963793
248,110.04863123514534
249,110.27743793963793
250,118.18672126938313
251,113.91017909471594
252,110.27743793963793
253,113.91017909471594
254,110.27743793963793
255,113.91017909471594
256,116.63143279948787
257,110.27743793963793
258,113.91017909471594
259,110.27743793963793
260,113.91017909471594
261,110.27743793963793
262,113.91017909471594
263,112.40904079991174
264,110.83631175179491
265,113.77728504838046
266,113.91017909471594
267,115.70484171130028
268,113.48211288909448
269,113.48211288909448
270,119.75751464917832
271,129.09592004123806
272,119.75751464917832
273,119.75751464917832
274,119.75751464917832
275,119.75751464917832
276,119.75751464917832
277,119.75751464917832
278,119.75751464917832
279,119.75751464917832
280,119.75751464917832
281,119.75751464917832
282,119.75751464917832
283,119.75751464917832
284,119.75751464917832
285,119.75751464917832
286,119.75751464917832
287,119.75751464917832
288,119.75751464917832
289,119.75751464917832
290,119.75751464917832
291,119.75751464917832
292,119.75751464917832
293,119.75751464917832
294,119.75751464917832
295,119.75751464917832
296,119.75751464917832
297,120.56005937349664
298,120.56005937349664
299,120.56005937349664
300,120.56005937349664
301,120.56005937349664
302,123.75691162229094
303,123.75691162229094
304,123.75691162229094
305,123.75691162229094
306,123.75691162229094
307,123.75691162229094
308,123.75691162229094
309,123.75691162229094
310,123.75691162229094
311,123.75691162229094
312,123.75691162229094
313,123.75691162229094
314,123.75691162229094
315,123.75691162229094
316,123.75691162229094
317,123.75691162229094
318,123.75691162229094
319,123.75691162229094
320,123.75691162229094
321,123.75691162229094
322,123.75691162229094
323,123.75691162229094
324,123.75691162229094
325,123.75691162229094
326,123.75691162229094
327,123.75691162229094
328,123.75691162229094
329,123.75691162229094
330,123.75691162229094
331,123.75691162229094
332,123.75691162229094
333,123.75691162229094
334,120.56005937349664
335,123.75691162229094
336,123.75691162229094
337,123.75691162229094
338,123.75691162229094
339,123.75691162229094
340,123.75691162229094
341,123.75691162229094
342,123.75691162229094
343,123.75691162229094
344,123.75691162229094
345,123.75691162229094
346,123.75691162229094
347,123.75691162229094
348,123.75691162229094
349,123.75691162229094
350,123.75691162229094
351,123.75691162229094
352,123.75691162229094
353,123.75691162229094
354,124.75773338237096
355,123.75691162229094
356,123.75691162229094
357,123.75691162229094
358,123.75691162229094
359,123.75691162229094
360,123.75691162229094
361,123.75691162229094
362,123.75691162229094
363,121.38071737186235
364,123.75691162229094
365,123.75691162229094
366,123.75691162229094
367,123.75691162229094
368,123.75691162229094
369,123.75691162229094
370,121.38071737186235
371,121.38071737186235
372,121.38071737186235
373,121.38071737186235
374,121.38071737186235
375,121.38071737186235
376,121.38071737186235
